time,open,high,low,close,Volume,Volume MA
1626201000,4378.33,4378.33,4370.71,4376.85,NaN,NaN
1626202800,4376.86,4376.86,4369.06,4370.59,NaN,NaN
1626204600,4370.62,4375.91,4366.92,4368.82,NaN,NaN
1626206400,4369.66,4369.66,4369.2,4369.2,NaN,NaN
1626269400,4380.11,4393.68,4380.11,4382.63,NaN,NaN
1626271200,4382.92,4387.62,4380.21,4380.63,NaN,NaN
1626273000,4380.76,4386.64,4378.56,4383.53,NaN,NaN
1626274800,4383.59,4383.61,4370.95,4372.04,NaN,NaN
1626276600,4372.04,4373.11,4362.36,4363.12,NaN,NaN
1626278400,4363.1,4377.04,4362.81,4376.77,NaN,NaN
1626280200,4376.8,4380.4,4375.98,4378.32,NaN,NaN
1626282000,4378.33,4379.1,4371.59,4372.74,NaN,NaN
1626283800,4372.79,4379.55,4372.52,4377.8,NaN,NaN
1626285600,4377.84,4382.58,4377.42,4380.43,NaN,NaN
1626287400,4380.46,4381.48,4377.85,4379.37,NaN,NaN
1626289200,4379.38,4383.81,4375.49,4376,NaN,NaN
1626291000,4375.99,4379.34,4372.87,4373.49,NaN,NaN
1626292800,4375.19,4375.19,4374.31,4374.31,NaN,NaN
1626355800,4369.02,4369.02,4353.28,4366.86,NaN,NaN
1626357600,4367.04,4368.76,4358.18,4359.39,NaN,NaN
1626359400,4359.49,4366.35,4355.35,4361.27,NaN,NaN
1626361200,4361.27,4363.78,4355.65,4363.6,NaN,NaN
1626363000,4363.69,4366.61,4360.3,4360.49,NaN,NaN
1626364800,4360.57,4360.69,4353.28,4359.09,NaN,NaN
1626366600,4359.15,4362.53,4357.17,4359.13,NaN,NaN
1626368400,4359.04,4359.07,4350.43,4352.23,NaN,NaN
1626370200,4352.07,4352.07,4340.78,4341.04,NaN,NaN
1626372000,4341,4353.31,4340.7,4352.71,NaN,NaN
1626373800,4352.69,4355.05,4345.92,4354.86,NaN,NaN
1626375600,4354.93,4357.31,4353.68,4356.73,NaN,NaN
1626377400,4356.7,4361.07,4354.95,4359.72,NaN,NaN
1626379200,4360.29,4360.29,4359.99,4360.04,NaN,NaN
1626442200,4367.43,4375.09,4362.88,4365,NaN,NaN
1626444000,4365.08,4365.7,4344.94,4346.09,NaN,NaN
1626445800,4345.98,4354.18,4345.54,4351.33,NaN,NaN
1626447600,4351.36,4352.66,4342.98,4344.42,NaN,NaN
1626449400,4344.35,4350.96,4343.72,4349.3,NaN,NaN
1626451200,4349.35,4355.4,4349.3,4351.79,NaN,NaN
1626453000,4351.74,4353.22,4348.88,4350.64,NaN,NaN
1626454800,4350.64,4354.1,4349.13,4349.14,NaN,NaN
1626456600,4349.06,4349.1,4344.01,4344.82,NaN,NaN
1626458400,4344.86,4344.89,4339.12,4339.12,NaN,NaN
1626460200,4339.04,4340.93,4333.62,4335.03,NaN,NaN
1626462000,4335.11,4336.19,4328.97,4330.85,NaN,NaN
1626463800,4330.88,4332.18,4322.53,4326.36,NaN,NaN
1626465600,4326.98,4327.18,4326.98,4327.15,NaN,NaN
1626701400,4274.25,4277.62,4252.23,4255.2,NaN,NaN
1626703200,4254.74,4256.48,4239.82,4252.41,NaN,NaN
1626705000,4252.48,4258.4,4243.36,4253.62,NaN,NaN
1626706800,4253.65,4263.98,4249.08,4256.07,NaN,NaN
1626708600,4256.15,4266.56,4255.38,4262.39,NaN,NaN
1626710400,4262.44,4262.44,4247.3,4247.68,NaN,NaN
1626712200,4247.72,4247.72,4235.7,4241.89,NaN,NaN
1626714000,4241.64,4247.07,4236.16,4236.95,NaN,NaN
1626715800,4236.96,4241.17,4233.13,4234.52,NaN,NaN
1626717600,4234.43,4246.55,4234.26,4245.67,NaN,NaN
1626719400,4245.73,4246.08,4233.37,4237.3,NaN,NaN
1626721200,4237.26,4246.93,4235.17,4236.68,NaN,NaN
1626723000,4236.57,4257.35,4235.58,4256.71,NaN,NaN
1626724800,4259.46,4259.46,4258.48,4258.48,NaN,NaN
1626787800,4265.11,4296.86,4262.05,4295.86,NaN,NaN
1626789600,4295.86,4307.41,4292.61,4303.57,NaN,NaN
1626791400,4303.63,4315.63,4301.64,4315.22,NaN,NaN
1626793200,4315.17,4318.63,4312.83,4312.83,NaN,NaN
1626795000,4312.78,4324.34,4312.14,4324.25,NaN,NaN
1626796800,4324.11,4327.12,4322.06,4325.46,NaN,NaN
1626798600,4325.62,4333.6,4325.62,4333.36,NaN,NaN
1626800400,4333.37,4333.75,4321.73,4322.82,NaN,NaN
1626802200,4322.85,4325.87,4320.61,4323.77,NaN,NaN
1626804000,4323.8,4330.97,4323.8,4330.71,NaN,NaN
1626805800,4330.72,4331.93,4327.24,4328.29,NaN,NaN
1626807600,4328.36,4336.84,4328.36,4333.65,NaN,NaN
1626809400,4333.59,4334.38,4323.38,4323.61,NaN,NaN
1626811200,4323.09,4323.37,4323.05,4323.05,NaN,NaN
1626874200,4331.13,4350.08,4331.13,4349.96,NaN,NaN
1626876000,4350.08,4350.23,4344.26,4344.26,NaN,NaN
1626877800,4344.25,4348.82,4342.12,4347.71,NaN,NaN
1626879600,4347.79,4349.83,4345.59,4345.59,NaN,NaN
1626881400,4345.64,4353.63,4344.74,4353.58,NaN,NaN
1626883200,4353.65,4353.65,4349.21,4349.64,NaN,NaN
1626885000,4349.65,4351.02,4347.66,4347.84,NaN,NaN
1626886800,4347.83,4352.02,4347.79,4351.85,NaN,NaN
1626888600,4351.86,4353.52,4350.72,4352.43,NaN,NaN
1626890400,4352.48,4353,4349.63,4351.86,NaN,NaN
1626892200,4351.89,4354.69,4351.89,4354.69,NaN,NaN
1626894000,4354.67,4356.94,4353.53,4354.18,NaN,NaN
1626895800,4354.23,4359.7,4348.61,4358.32,NaN,NaN
1626897600,4358.78,4358.78,4358.64,4358.68,NaN,NaN
1626960600,4361.27,4364.37,4353.03,4356.23,NaN,NaN
1626962400,4356.7,4361.6,4354.03,4360.1,NaN,NaN
1626964200,4360.05,4366.38,4359.97,4363.54,NaN,NaN
1626966000,4363.59,4364.62,4357.39,4359.89,NaN,NaN
1626967800,4359.84,4360.99,4355.09,4358.04,NaN,NaN
1626969600,4358.07,4359.1,4350.06,4355.14,NaN,NaN
1626971400,4355.02,4361.09,4354.37,4360.91,NaN,NaN
1626973200,4360.92,4363.6,4360.1,4363.07,NaN,NaN
1626975000,4363.08,4365.37,4362.85,4365.29,NaN,NaN
1626976800,4365.28,4368.79,4364.72,4367.43,NaN,NaN
1626978600,4367.44,4369.87,4366.34,4369.68,NaN,NaN
1626980400,4369.64,4369.78,4367.02,4368.33,NaN,NaN
1626982200,4368.33,4368.33,4364.16,4367.2,NaN,NaN
1626984000,4367.62,4367.62,4367.46,4367.49,NaN,NaN
1627047000,4381.2,4389.95,4381.2,4382.69,NaN,NaN
1627048800,4382.99,4388.9,4382.89,4388.66,NaN,NaN
1627050600,4388.71,4396.83,4387.21,4396.16,NaN,NaN
1627052400,4396.17,4405.43,4395.85,4405.28,NaN,NaN
1627054200,4405.34,4407.54,4400.72,4400.72,NaN,NaN
1627056000,4400.77,4405.02,4400.29,4403.26,NaN,NaN
1627057800,4403.29,4406.7,4402.46,4406.65,NaN,NaN
1627059600,4406.77,4412.81,4406.39,4411.34,NaN,NaN
1627061400,4411.32,4412.73,4408.47,4410.93,NaN,NaN
1627063200,4410.92,4412.66,4408.64,4410,NaN,NaN
1627065000,4410.05,4411.32,4408.88,4410.05,NaN,NaN
1627066800,4410.09,4410.43,4404.72,4408.72,NaN,NaN
1627068600,4408.7,4415.18,4408.68,4411.09,NaN,NaN
1627070400,4411.76,4411.89,4411.76,4411.8,NaN,NaN
1627306200,4406.93,4415.36,4406.13,4412.89,NaN,NaN
1627308000,4412.81,4413.57,4407.02,4407.76,NaN,NaN
1627309800,4407.63,4411.96,4405.45,4409.4,NaN,NaN
1627311600,4409.41,4417.24,4406.94,4416.58,NaN,NaN
1627313400,4416.7,4420.13,4416.46,4419.87,NaN,NaN
1627315200,4419.84,4420.69,4416.06,4416.37,NaN,NaN
1627317000,4416.3,4416.46,4412.45,4414.62,NaN,NaN
1627318800,4414.61,4419.78,4414.61,4417.12,NaN,NaN
1627320600,4417.15,4417.55,4414.56,4416.24,NaN,NaN
1627322400,4416.27,4417.95,4414.82,4417.35,NaN,NaN
1627324200,4417.32,4419.32,4417.14,4418.73,NaN,NaN
1627326000,4418.8,4421.28,4418.56,4421.13,NaN,NaN
1627327800,4421.13,4422.73,4417.27,4422.73,NaN,NaN
1627329600,4422.49,4422.49,4422.21,4422.31,NaN,NaN
1627392600,4412.2,4412.2,4397.99,4405.08,NaN,NaN
1627394400,4405.03,4408.82,4393.02,4403.77,NaN,NaN
1627396200,4403.68,4403.68,4392.32,4398.4,NaN,NaN
1627398000,4398.45,4402.91,4386.07,4389.5,NaN,NaN
1627399800,4389.56,4390.72,4380.26,4389.14,NaN,NaN
1627401600,4388.91,4388.91,4376.78,4384.72,NaN,NaN
1627403400,4384.68,4385.92,4379.77,4380.34,NaN,NaN
1627405200,4380.34,4383.8,4372.62,4375.27,NaN,NaN
1627407000,4375.25,4381.24,4372.51,4375.58,NaN,NaN
1627408800,4375.66,4389.61,4375.53,4387.89,NaN,NaN
1627410600,4387.82,4393.23,4386.94,4393.04,NaN,NaN
1627412400,4393.05,4396.33,4391.3,4392.59,NaN,NaN
1627414200,4392.55,4402.18,4389.56,4401.99,NaN,NaN
1627416000,4402.29,4402.29,4401.36,4401.47,NaN,NaN
1627479000,4402.95,4411.14,4393.42,4398.67,NaN,NaN
1627480800,4398.78,4405.79,4394.43,4404.28,NaN,NaN
1627482600,4404.45,4408.25,4396.71,4405.63,NaN,NaN
1627484400,4406.14,4407.61,4402.44,4402.7,NaN,NaN
1627486200,4402.64,4407.39,4401.82,4405.16,NaN,NaN
1627488000,4405.24,4405.94,4400.81,4400.81,NaN,NaN
1627489800,4400.84,4402.83,4396.98,4399.06,NaN,NaN
1627491600,4399.11,4399.92,4393.44,4394.12,NaN,NaN
1627493400,4394.22,4397.73,4392.02,4394.6,NaN,NaN
1627495200,4394.61,4405.54,4387.01,4403.47,NaN,NaN
1627497000,4403.44,4415.47,4398.21,4410.03,NaN,NaN
1627498800,4410.03,4412.3,4404.14,4408.2,NaN,NaN
1627500600,4408.23,4411.04,4400.33,4400.33,NaN,NaN
1627502400,4400.63,4400.71,4400.62,4400.63,NaN,NaN
1627565400,4403.59,4423.27,4403.59,4419.99,NaN,NaN
1627567200,4420.22,4422.11,4416.41,4421.59,NaN,NaN
1627569000,4421.68,4427.61,4420.74,4427.61,NaN,NaN
1627570800,4427.58,4429.27,4423.55,4423.77,NaN,NaN
1627572600,4423.82,4427.11,4423.3,4424.31,NaN,NaN
1627574400,4424.25,4429.33,4423.96,4428.41,NaN,NaN
1627576200,4428.38,4429.37,4424.63,4425.77,NaN,NaN
1627578000,4425.8,4429.63,4425.57,4429.23,NaN,NaN
1627579800,4429.24,4429.97,4426.38,4427.12,NaN,NaN
1627581600,4427.15,4428.1,4424.16,4425.06,NaN,NaN
1627583400,4425.11,4425.59,4421.62,4423.65,NaN,NaN
1627585200,4423.69,4423.73,4421.02,4421.2,NaN,NaN
1627587000,4421.22,4422.72,4418.57,4419.09,NaN,NaN
1627588800,4418.96,4419.17,4418.95,4419.14,NaN,NaN
1627651800,4395.12,4408.34,4389.65,4406.59,NaN,NaN
1627653600,4406.49,4412.25,4398.47,4398.58,NaN,NaN
1627655400,4398.74,4403.85,4397.28,4397.8,NaN,NaN
1627657200,4397.79,4403.15,4393.62,4399.64,NaN,NaN
1627659000,4399.56,4400.63,4392.91,4395.62,NaN,NaN
1627660800,4395.67,4399.89,4394.93,4397.86,NaN,NaN
1627662600,4397.89,4402.39,4397.89,4401.25,NaN,NaN
1627664400,4401.4,4401.83,4397.45,4399.05,NaN,NaN
1627666200,4399.05,4403.4,4398.76,4400.79,NaN,NaN
1627668000,4400.89,4401.24,4393.35,4393.38,NaN,NaN
1627669800,4393.38,4398.55,4389.76,4396.94,NaN,NaN
1627671600,4396.99,4400.28,4393.14,4396.06,NaN,NaN
1627673400,4396.09,4398.76,4391.79,4395.96,NaN,NaN
1627675200,4395.54,4395.54,4395.24,4395.27,NaN,NaN
1627911000,4406.86,4422.18,4406.86,4413.38,NaN,NaN
1627912800,4413.54,4419.12,4408.54,4416.13,NaN,NaN
1627914600,4416.19,4418.44,4411.5,4411.75,NaN,NaN
1627916400,4411.84,4415.84,4410.44,4413.97,NaN,NaN
1627918200,4414.09,4414.93,4399.97,4400.05,NaN,NaN
1627920000,4400.1,4400.1,4394.2,4397.5,NaN,NaN
1627921800,4397.53,4403.32,4396.72,4400.1,NaN,NaN
1627923600,4400.11,4403.7,4399.45,4401.2,NaN,NaN
1627925400,4401.2,4401.89,4393.93,4397.28,NaN,NaN
1627927200,4397.35,4401.38,4396.06,4399.07,NaN,NaN
1627929000,4399.05,4400.87,4398.16,4399.74,NaN,NaN
1627930800,4399.76,4400.57,4392.83,4393.37,NaN,NaN
1627932600,4393.37,4393.94,4384.81,4387.15,NaN,NaN
1627934400,4387.31,4387.31,4387.12,4387.15,NaN,NaN
1627997400,4392.74,4398.08,4375.36,4375.77,NaN,NaN
1627999200,4376.01,4391.22,4373,4389.97,NaN,NaN
1628001000,4389.81,4392.76,4382.18,4386.55,NaN,NaN
1628002800,4386.53,4390.29,4382.12,4389.17,NaN,NaN
1628004600,4389.17,4410.04,4389.1,4409.27,NaN,NaN
1628006400,4409.27,4410.08,4402.9,4404.33,NaN,NaN
1628008200,4404.42,4409.84,4403.75,4409.76,NaN,NaN
1628010000,4409.79,4414.46,4409.79,4412.55,NaN,NaN
1628011800,4412.58,4414.51,4411.59,4413.86,NaN,NaN
1628013600,4413.88,4418.08,4410.46,4416.73,NaN,NaN
1628015400,4416.72,4417.87,4413.83,4416.46,NaN,NaN
1628017200,4416.43,4421.6,4416.43,4420.55,NaN,NaN
1628019000,4420.58,4423.79,4417.89,4423.79,NaN,NaN
1628020800,4423.25,4423.4,4423.15,4423.16,NaN,NaN
1628083800,4415.95,4415.95,4406.99,4411.75,NaN,NaN
1628085600,4411.82,4416.17,4409.09,4409.46,NaN,NaN
1628087400,4409.52,4412.53,4403.14,4406.35,NaN,NaN
1628089200,4406.34,4411.25,4403.87,4404.32,NaN,NaN
1628091000,4404.41,4406.74,4400.23,4406.26,NaN,NaN
1628092800,4406.29,4408.95,4404.19,4405.08,NaN,NaN
1628094600,4405.12,4407.72,4404.01,4407.48,NaN,NaN
1628096400,4407.53,4412.96,4407.42,4410.58,NaN,NaN
1628098200,4410.67,4411.55,4408.17,4410.17,NaN,NaN
1628100000,4410.23,4413.48,4410.14,4412.41,NaN,NaN
1628101800,4412.42,4414.69,4407.75,4408.97,NaN,NaN
1628103600,4408.94,4410.37,4405.65,4408.83,NaN,NaN
1628105400,4408.87,4410.5,4403.31,4403.56,NaN,NaN
1628107200,4402.33,4402.71,4402.33,4402.65,NaN,NaN
1628170200,4414.82,4418.57,4411,4418.57,NaN,NaN
1628172000,4418.83,4420.42,4415.33,4416.18,NaN,NaN
1628173800,4416.19,4422.45,4415.73,4421.58,NaN,NaN
1628175600,4421.59,4423.05,4419.73,4422.32,NaN,NaN
1628177400,4422.34,4423.03,4419.86,4420.62,NaN,NaN
1628179200,4420.63,4422.08,4419.33,4419.86,NaN,NaN
1628181000,4419.89,4420.86,4416.59,4416.63,NaN,NaN
1628182800,4416.64,4419.78,4415.98,4419.52,NaN,NaN
1628184600,4419.51,4421.75,4419.17,4421.74,NaN,NaN
1628186400,4421.78,4422.95,4419.93,4420.29,NaN,NaN
1628188200,4420.2,4421.37,4418.72,4419.23,NaN,NaN
1628190000,4419.06,4421.16,4418.57,4420.07,NaN,NaN
1628191800,4419.91,4429.55,4419.7,4429.01,NaN,NaN
1628193600,4429.19,4429.19,4429.08,4429.09,NaN,NaN
1628256600,4431.54,4440.82,4430.4,4431.12,NaN,NaN
1628258400,4431.13,4436.5,4429.25,4435.45,NaN,NaN
1628260200,4435.39,4437.48,4429.26,4431.85,NaN,NaN
1628262000,4431.99,4435.43,4429.9,4435.22,NaN,NaN
1628263800,4435.12,4436.81,4431.6,4436.78,NaN,NaN
1628265600,4436.8,4437.03,4434.56,4436.41,NaN,NaN
1628267400,4436.42,4438.77,4434.67,4438.53,NaN,NaN
1628269200,4438.51,4439.35,4436.69,4437.07,NaN,NaN
1628271000,4437.14,4438.18,4436.37,4437.89,NaN,NaN
1628272800,4437.94,4438.48,4435.9,4436.24,NaN,NaN
1628274600,4436.32,4436.6,4431.92,4432.03,NaN,NaN
1628276400,4432.06,4435.76,4430.54,4435.72,NaN,NaN
1628278200,4435.75,4437.48,4431.3,4436.15,NaN,NaN
1628280000,4436.46,4436.61,4436.46,4436.51,NaN,NaN
1628515800,4435.93,4439.39,4424.74,4428.89,NaN,NaN
1628517600,4428.79,4429.8,4425.4,4428.85,NaN,NaN
1628519400,4428.88,4434.26,4427.94,4429.16,NaN,NaN
1628521200,4429.17,4431.08,4428.19,4430.34,NaN,NaN
1628523000,4430.37,4434.46,4430.17,4434.39,NaN,NaN
1628524800,4434.42,4434.65,4431.37,4431.47,NaN,NaN
1628526600,4431.5,4433.07,4431.39,4432.37,NaN,NaN
1628528400,4432.4,4433.55,4431.79,4432.25,NaN,NaN
1628530200,4432.24,4433.95,4431.38,4433.27,NaN,NaN
1628532000,4433.26,4436.82,4433.26,4436.81,NaN,NaN
1628533800,4436.86,4438.36,4435.16,4435.46,NaN,NaN
1628535600,4435.45,4435.9,4432.62,4433.89,NaN,NaN
1628537400,4433.87,4436.96,4430.74,4432.49,NaN,NaN
1628539200,4432.28,4432.67,4432.28,4432.34,NaN,NaN
1628602200,4437.03,4441.22,4433.9,4440.03,NaN,NaN
1628604000,4440.03,4445.21,4439.64,4441.43,NaN,NaN
1628605800,4441.59,4441.71,4430.03,4433.82,NaN,NaN
1628607600,4433.88,4437.55,4430.09,4437,NaN,NaN
1628609400,4436.95,4441.23,4435.22,4441.05,NaN,NaN
1628611200,4441.08,4443.77,4440.16,4441.51,NaN,NaN
1628613000,4441.5,4441.56,4438.16,4439.43,NaN,NaN
1628614800,4439.45,4440.63,4438.33,4439.38,NaN,NaN
1628616600,4439.33,4440.62,4436.01,4440.52,NaN,NaN
1628618400,4440.5,4441.5,4434.81,4438.58,NaN,NaN
1628620200,4438.58,4440,4438.35,4439.22,NaN,NaN
1628622000,4439.2,4439.43,4435.79,4437.61,NaN,NaN
1628623800,4437.65,4437.91,4432.77,4436.82,NaN,NaN
1628625600,4437.02,4437.02,4436.74,4436.74,NaN,NaN
1628688600,4447.9,4449.44,4443.7,4445.82,NaN,NaN
1628690400,4445.86,4448.68,4445.56,4447.35,NaN,NaN
1628692200,4447.26,4447.97,4443.39,4444.17,NaN,NaN
1628694000,4444.22,4444.35,4437.68,4439.62,NaN,NaN
1628695800,4439.55,4441.34,4436.42,4437.95,NaN,NaN
1628697600,4437.96,4441.79,4437.7,4440.5,NaN,NaN
1628699400,4440.47,4443.06,4440.25,4442.79,NaN,NaN
1628701200,4442.82,4445.66,4442.77,4444.9,NaN,NaN
1628703000,4444.91,4445.21,4442.19,4444.29,NaN,NaN
1628704800,4444.27,4445.67,4442.11,4443.51,NaN,NaN
1628706600,4443.5,4445.34,4443.5,4444.23,NaN,NaN
1628708400,4444.27,4447.94,4444.27,4447.52,NaN,NaN
1628710200,4447.49,4448.2,4444.25,4447.49,NaN,NaN
1628712000,4447.75,4447.76,4447.68,4447.69,NaN,NaN
1628775000,4445.84,4445.84,4438.33,4440.42,NaN,NaN
1628776800,4440.47,4443.97,4435.96,4443.91,NaN,NaN
1628778600,4443.89,4447.29,4442.99,4446.92,NaN,NaN
1628780400,4447.39,4448.12,4443.16,4447.28,NaN,NaN
1628782200,4447.27,4450.21,4446.39,4448.39,NaN,NaN
1628784000,4448.4,4453.12,4448.35,4452.41,NaN,NaN
1628785800,4452.45,4453.87,4452.27,4452.9,NaN,NaN
1628787600,4452.9,4452.94,4450.72,4452.55,NaN,NaN
1628789400,4452.6,4454.17,4452.33,4453.03,NaN,NaN
1628791200,4453.06,4455.76,4452.13,4455.23,NaN,NaN
1628793000,4455.26,4458.55,4454.92,4458.11,NaN,NaN
1628794800,4458.18,4460.41,4458.1,4459.69,NaN,NaN
1628796600,4459.72,4461.77,4458.49,4460.32,NaN,NaN
1628798400,4460.45,4460.86,4460.45,4460.82,NaN,NaN
1628861400,4465.37,4468.37,4461.31,4464.72,NaN,NaN
1628863200,4464.71,4467.63,4460.82,4463.1,NaN,NaN
1628865000,4463.09,4465.13,4461.73,4464.2,NaN,NaN
1628866800,4464.25,4466,4463.04,4464.8,NaN,NaN
1628868600,4465.02,4465.11,4463.13,4464.15,NaN,NaN
1628870400,4464.21,4465.32,4463.65,4464.22,NaN,NaN
1628872200,4464.2,4465.37,4462.91,4464.86,NaN,NaN
1628874000,4464.89,4465.31,4463.49,4464.95,NaN,NaN
1628875800,4464.92,4467.04,4464.63,4466.36,NaN,NaN
1628877600,4466.4,4466.81,4465.17,4465.41,NaN,NaN
1628879400,4465.42,4465.42,4461.2,4463.73,NaN,NaN
1628881200,4463.73,4465.81,4463.44,4463.87,NaN,NaN
1628883000,4463.87,4468.09,4462.71,4467.79,NaN,NaN
1628884800,4468.37,4468.37,4467.98,4467.99,NaN,NaN
1629120600,4456.25,4456.55,4439.77,4442.4,NaN,NaN
1629122400,4442.43,4449.69,4437.88,4439.18,NaN,NaN
1629124200,4439.26,4443.7,4437.66,4440.19,NaN,NaN
1629126000,4440.1,4447.08,4439.99,4446.33,NaN,NaN
1629127800,4446.38,4452.76,4445.95,4450.68,NaN,NaN
1629129600,4450.72,4455.46,4450.37,4453.72,NaN,NaN
1629131400,4453.73,4458.35,4452.06,4457.86,NaN,NaN
1629133200,4457.87,4461.27,4457.24,4460.66,NaN,NaN
1629135000,4460.66,4465.61,4460.28,4465.37,NaN,NaN
1629136800,4465.45,4468.9,4464.55,4466.62,NaN,NaN
1629138600,4466.63,4473.13,4466.6,4470.22,NaN,NaN
1629140400,4470.23,4475.06,4469.62,4474.17,NaN,NaN
1629142200,4474.18,4480.26,4471.46,4480.09,NaN,NaN
1629144000,4479.53,4479.74,4479.53,4479.72,NaN,NaN
1629207000,4453.87,4457,4442.27,4445.68,NaN,NaN
1629208800,4445.73,4457.12,4442.9,4456.05,NaN,NaN
1629210600,4456.08,4458.4,4450.56,4452.61,NaN,NaN
1629212400,4452.61,4453.75,4446.52,4447.5,NaN,NaN
1629214200,4447.26,4451.27,4438.95,4438.95,NaN,NaN
1629216000,4439.3,4441.31,4434.02,4440.5,NaN,NaN
1629217800,4440.56,4440.56,4418.32,4418.97,NaN,NaN
1629219600,4418.96,4430.25,4417.83,4430.11,NaN,NaN
1629221400,4430.19,4430.23,4419.69,4429.78,NaN,NaN
1629223200,4429.82,4437.88,4429.49,4432.36,NaN,NaN
1629225000,4432.51,4440.43,4427.16,4439.97,NaN,NaN
1629226800,4439.93,4443.8,4438.05,4440.36,NaN,NaN
1629228600,4440.59,4448.68,4436.69,4448.68,NaN,NaN
1629230400,4448.37,4448.37,4448.07,4448.07,NaN,NaN
1629293400,4438.69,4449.32,4435.76,4448.97,NaN,NaN
1629295200,4449.09,4454.32,4446.91,4450.07,NaN,NaN
1629297000,4450.16,4453.02,4444.94,4446.14,NaN,NaN
1629298800,4446.19,4446.27,4441.08,4444.02,NaN,NaN
1629300600,4444,4445.35,4440,4442.07,NaN,NaN
1629302400,4442.1,4445.26,4438.35,4438.45,NaN,NaN
1629304200,4438.48,4441.91,4438.48,4441.79,NaN,NaN
1629306000,4441.83,4442.07,4437.58,4438.72,NaN,NaN
1629307800,4438.74,4442.39,4438.69,4441.6,NaN,NaN
1629309600,4441.56,4449.57,4425.82,4440.4,NaN,NaN
1629311400,4440.45,4443.79,4433.17,4436.98,NaN,NaN
